"Partner ID","Partner Name","End Borrower Name","External Id","Loan Account No","Loan Amount","Interest Rate","Tenure (in months)","Total Charges Deducted","Total GST Deducted","Net Disbursal Amount","Total Outstanding Amount","XIRR Value","VCL Hurdle Rate","First Repayment Date","Maturity Date","Transaction Type","Penny Drop Status","UTR No","Processing Fee Amount","Insurance Charge Amount","Insurance Life Cover","Insurance Hospicash","Stamp Duty Amount","Disbursement Date","Status"
1,"NOCPL","Cindy NOCPL SOA1","NOC28NOV011","CLNOCC132324000000011",31000.000000,21.250000,20,1194.920000,215.080000,29590.000000,0.000000,28.74,15.750000,"17-09-2023","03-05-2025",,,,1200.000000,210.000000,0.000000,0.000000,0.000000,"13-09-2023","Foreclosed"
1,"NOCPL","Luis NOCPL SOA1","NOC28NOV012","CLNOCC132223000000012",32000.000000,21.750000,12,1288.130000,231.870000,30480.000000,7131.000000,32.76,15.750000,"10-03-2023","03-02-2024",,,,1300.000000,220.000000,0.000000,0.000000,0.000000,"03-02-2023","Active"
1,"NOCPL","Margaret NOCPL SOA1","NOC28NOV013","CLNOCC132223000000013",33000.000000,22.370000,16,1381.360000,248.640000,31370.000000,0.000000,32.06,15.750000,"22-02-2023","13-06-2024",,,,1400.000000,230.000000,0.000000,0.000000,0.000000,"19-02-2023","Foreclosed"
1,"NOCPL","Lisa NOCPL SOA1","NOC28NOV014","CLNOCC132324000000014",34000.000000,22.750000,20,1474.580000,265.420000,32260.000000,34309.000000,31.08,15.750000,"12-09-2023","14-04-2025",,,,1500.000000,240.000000,0.000000,0.000000,0.000000,"08-08-2023","Active"
1,"NOCPL","Richard NOCPL SOA1","NOC28NOV015","CLNOCC132324000000015",35000.000000,23.250000,12,1567.790000,282.210000,33150.000000,0.000000,35.30,15.750000,"03-10-2023","15-09-2024",,,,1600.000000,250.000000,0.000000,0.000000,0.000000,"05-09-2023","Foreclosed"
1,"NOCPL","Benjamin NOCPL SOA1","NOC28NOV016","CLNOCC132223000000016",36000.000000,23.170000,16,1661.020000,298.980000,34040.000000,18208.000000,34.06,15.750000,"16-04-2023","09-07-2024",,,,1700.000000,260.000000,0.000000,0.000000,0.000000,"19-03-2023","Active"
1,"NOCPL","Jeremy NOCPL SOA1","NOC28NOV017","CLNOCC132324000000017",37000.000000,24.030000,20,1754.230000,315.770000,34930.000000,45649.000000,33.27,15.750000,"01-09-2023","15-04-2025",,,,1800.000000,270.000000,0.000000,0.000000,0.000000,"04-08-2023","Active"
1,"NOCPL","Laura NOCPL SOA1","NOC28NOV018","CLNOCC132223000000018",38000.000000,30.000000,12,1847.460000,332.540000,35820.000000,11924.000000,44.95,15.750000,"07-03-2023","29-02-2024",,,,1900.000000,280.000000,0.000000,0.000000,0.000000,"07-02-2023","Active"
1,"NOCPL","Kristen NOCPL SOA1","NOC28NOV019","CLNOCC132324000000019",39000.000000,32.000000,16,1940.680000,349.320000,36710.000000,48874.000000,46.21,15.750000,"18-10-2023","30-01-2025",,,,2000.000000,290.000000,0.000000,0.000000,0.000000,"20-09-2023","Active"
1,"NOCPL","Keyan NOCPL SOA1","NOC28NOV020","CLNOCC132324000000020",10000.000000,22.000000,12,2033.900000,366.100000,7600.000000,11124.000000,90.22,15.750000,"24-09-2023","10-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV021","CLNOCC132324000000021",10000.000000,22.000000,12,2033.900000,366.100000,7600.000000,0.000000,90.00,15.750000,"12-11-2023","12-10-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-10-2023","Foreclosed"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV022","CLNOCC132324000000022",10000.000000,24.000000,12,2033.900000,366.100000,7600.000000,11226.000000,94.68,15.750000,"09-10-2023","12-09-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-09-2023","Active"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV023","CLNOCC132324000000023",10000.000000,26.000000,12,2033.900000,366.100000,7600.000000,11357.000000,97.15,15.750000,"24-09-2023","13-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV024","CLNOCC132324000000024",10000.000000,36.000000,12,2033.900000,366.100000,7600.000000,11905.000000,118.65,15.750000,"24-09-2023","14-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV025","CLNOCC132324000000025",10000.000000,26.000000,12,2033.900000,366.100000,7600.000000,11357.000000,97.15,15.750000,"24-09-2023","13-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","OD NOCPL SOA1","NOC28NOV026","CLNOCC132324000000026",10000.000000,26.000000,12,2033.900000,366.100000,7600.000000,11339.000000,98.12,15.750000,"24-09-2023","11-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","Adv NOCPL SOA1","NOC28NOV027","CLNOCC132324000000027",10000.000000,26.000000,12,2033.900000,366.100000,7600.000000,11365.000000,96.65,15.750000,"24-09-2023","14-08-2024",,,,2100.000000,300.000000,0.000000,0.000000,0.000000,"27-08-2023","Active"
1,"NOCPL","NOCPL TEST001","NOCPL001","CLNOCC132223000000028",20000.000000,15.750000,18,1714.400000,308.600000,17977.000000,0.000000,17.80,15.750000,"07-02-2023","04-07-2024",,,,125.000000,1898.000000,0.000000,0.000000,0.000000,"03-01-2023","Foreclosed"
1,"NOCPL","NOCPL LOAN002","BG54CV","CLNOCC132223000000029",20000.000000,15.750000,18,1211.870000,218.130000,18570.000000,22813.000000,25.19,15.750000,"21-02-2023","22-07-2024",,,,1275.000000,155.000000,0.000000,0.000000,0.000000,"01-01-2023","Active"
1,"NOCPL","NOCPL LOAN003","FSSD43R","CLNOCC132122000000030",20000.000000,15.750000,18,233.050000,41.950000,19725.000000,0.000000,17.97,15.750000,"23-02-2022","21-07-2023",,,,155.000000,120.000000,0.000000,0.000000,0.000000,"12-01-2022","Foreclosed"
1,"NOCPL","NOCPL TEST001","DFNWE001","CLNOCC132324000000031",20995.000000,18.000000,18,2542.380000,457.620000,17000.000000,995.000000,30.48,15.750000,"05-06-2023","05-11-2024",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"05-05-2023","Foreclosed"
1,"NOCPL","SEEDS LOAN001","SFSF3ED","CLNOCC132324000000032",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,20094.000000,27.56,15.750000,"30-10-2023","30-03-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"29-09-2023","Active"
1,"NOCPL","Lisa NOCPL SOA1","FCBEFDUE_001","CLNOCC132324000000033",41453.000000,15.750000,24,1610.150000,289.830000,38100.020000,460.000000,19.12,15.750000,"15-09-2023","16-08-2025",,,,899.990000,999.990000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Lisa NOCPL SOA1","FD23FF","CLNOCC132324000000034",41453.000000,15.750000,24,1610.170000,289.830000,38100.000000,460.000000,21.41,15.750000,"15-09-2023","16-08-2025",,,,1799.990000,1999.990000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Lisa NOCPL SOA1","FD43CM","CLNOCC132324000000035",40000.000000,15.750000,24,2457.630000,442.370000,37100.000000,951.000000,20.38,15.750000,"15-09-2023","16-08-2025",,,,1400.000000,1500.000000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Madras 1","9090","CLNOCC132223000000036",25000.000000,15.750000,12,304.450000,54.800000,24640.750000,27232.000000,18.27,15.750000,"05-02-2023","05-01-2024",,,,170.000000,189.250000,0.000000,0.000000,0.000000,"01-01-2023","Active"
1,"NOCPL","Lisa NOCPL SOA1","FH4EN","CLNOCC132324000000037",41453.000000,15.750000,24,2542.380000,457.620000,37000.000000,2055.000000,20.64,15.750000,"15-09-2023","16-08-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Jackie YV FS","TGC1","CLNOCC132324000000038",21000.000000,16.250000,13,0.000000,0.000000,21000.000000,23157.000000,17.55,15.750000,"02-07-2023","11-07-2024",,,,0.000000,0.000000,0.000000,0.000000,0.000000,"01-06-2023","Active"
1,"NOCPL","Sharon YV FS","TGC2","CLNOCC132324000000039",22000.000000,16.750000,14,254.240000,45.760000,21700.000000,24377.000000,18.11,15.750000,"19-12-2023","18-01-2025",,,,0.000000,300.000000,0.000000,0.000000,0.000000,"18-11-2023","Active"
1,"NOCPL","Debbie YV FS","TGC3","CLNOCC132324000000040",23000.000000,17.250000,15,677.960000,122.040000,22200.000000,25760.000000,21.47,15.750000,"04-05-2023","04-07-2024",,,,400.000000,400.000000,0.000000,0.000000,0.000000,"03-04-2023","Active"
1,"NOCPL","Sonia YV FS","TGC4","CLNOCC132324000000041",24000.000000,17.750000,16,847.460000,152.540000,23000.000000,27310.000000,22.27,15.750000,"18-08-2023","30-11-2024",,,,500.000000,500.000000,0.000000,0.000000,0.000000,"18-07-2023","Active"
1,"NOCPL","Andrea YV FS","TGC5","CLNOCC132324000000042",25000.000000,18.250000,17,1016.940000,183.060000,23800.000000,28743.000000,23.17,15.750000,"19-11-2023","31-03-2025",,,,600.000000,600.000000,0.000000,0.000000,0.000000,"19-10-2023","Active"
1,"NOCPL","Dakota YV FS","TGC6","CLNOCC132324000000043",26000.000000,18.750000,18,1186.440000,213.560000,24600.000000,29907.000000,24.32,15.750000,"17-08-2023","08-01-2025",,,,700.000000,700.000000,0.000000,0.000000,0.000000,"17-07-2023","Active"
1,"NOCPL","Grace YV FS","TGC7","CLNOCC132324000000044",27000.000000,19.250000,19,1355.940000,244.060000,25400.000000,31407.000000,25.13,15.750000,"10-08-2023","01-02-2025",,,,800.000000,800.000000,0.000000,0.000000,0.000000,"10-07-2023","Active"
1,"NOCPL","Robert YV FS","TGC8","CLNOCC132324000000045",28000.000000,19.750000,20,1525.420000,274.580000,26200.000000,33257.000000,25.66,15.750000,"12-06-2023","19-01-2025",,,,900.000000,900.000000,0.000000,0.000000,0.000000,"12-05-2023","Active"
1,"NOCPL","Donna YV FS","TGC9","CLNOCC132324000000046",29000.000000,20.250000,21,1694.920000,305.080000,27000.000000,34455.000000,26.69,15.750000,"18-10-2023","06-06-2025",,,,1000.000000,1000.000000,0.000000,0.000000,0.000000,"17-09-2023","Active"
1,"NOCPL","Richard YV FS","TGC10","CLNOCC132223000000047",30000.000000,20.750000,22,1864.400000,335.600000,27800.000000,33047.000000,27.25,15.750000,"12-03-2023","11-12-2024",,,,1100.000000,1100.000000,0.000000,0.000000,0.000000,"09-02-2023","Active"
1,"NOCPL","FORECLOSURE SHORT RECEIPT 001","FHH43N4","CLNOCC132223000000048",20000.000000,15.750000,24,2254.230000,405.770000,17340.000000,13858.000000,24.32,15.750000,"21-02-2023","16-01-2025",,,,1430.000000,1230.000000,0.000000,0.000000,0.000000,"01-01-2023","Active"
1,"NOCPL","FORECLOSURE SHORT RECEIPT 001","ADFDF86","CLNOCC132223000000049",20973.000000,15.750000,20,2118.650000,381.350000,17500.000000,144.000000,26.09,15.750000,"02-03-2023","18-10-2024",,,,1500.000000,1000.000000,0.000000,0.000000,0.000000,"01-02-2023","Foreclosed"
1,"NOCPL","FORECLOSURE SHORT RECEIPT LOAN 001","FORESHORT001","CLNOCC132223000000050",20000.000000,15.750000,22,1987.290000,357.710000,17655.000000,0.000000,23.66,15.750000,"08-12-2022","21-09-2024",,,,1234.000000,1111.000000,0.000000,0.000000,0.000000,"01-11-2022","Foreclosed"
1,"NOCPL","FORECLOSURE SHORT RECEIPT LOAN 001","gbdf4","CLNOCC132324000000051",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,22744.000000,26.98,15.750000,"16-01-2024","21-06-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"07-12-2023","Active"
1,"NOCPL","FORECLOSURE SHORT RECEIPT LOAN 001","FORECLOSURE SHORT NEW001","CLNOCC132324000000052",20000.000000,15.750000,24,2542.380000,457.620000,17000.000000,0.000000,24.63,15.750000,"08-11-2023","18-10-2025",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-10-2023","Foreclosed"
1,"NOCPL","FORECLOSURE SHORT RECEIPT LOAN 001","FORESHT_001","CLNOCC132223000000054",20000.000000,15.750000,20,219.490000,39.510000,19741.000000,22713.000000,17.80,15.750000,"03-01-2023","15-08-2024",,,,139.000000,120.000000,0.000000,0.000000,0.000000,"12-12-2022","Active"
1,"NOCPL","FORECLOSURE SHORT RECEIPT LOAN 001","FFEED3","CLNOCC132223000000055",20000.000000,15.750000,18,772.880000,139.120000,19088.000000,0.000000,20.77,15.750000,"15-06-2022","02-11-2023",,,,567.000000,345.000000,0.000000,0.000000,0.000000,"01-05-2022","Foreclosed"
1,"NOCPL","Christopher NOCPL SOA1","uat","CLNOCC132324000000056",20000.000000,26.000000,24,169.500000,30.500000,19800.000000,0.000000,29.90,15.750000,"05-09-2023","05-08-2025",,,,100.000000,100.000000,0.000000,0.000000,0.000000,"01-08-2023","Foreclosed"
1,"NOCPL","Brian EQ HV","NOCPL1","CLNOCC132223000000057",21000.000000,16.250000,13,0.000000,0.000000,21000.000000,3531.000000,17.58,15.750000,"03-02-2023","01-02-2024",,,,0.000000,0.000000,0.000000,0.000000,0.000000,"02-01-2023","Active"
1,"NOCPL","Michael EQ HV","NOCPL2","CLNOCC132223000000058",22000.000000,16.750000,14,254.240000,45.760000,21700.000000,0.000000,18.13,15.750000,"19-03-2023","18-04-2024",,,,0.000000,300.000000,0.000000,0.000000,0.000000,"18-02-2023","Foreclosed"
1,"NOCPL","Jesse EQ HV","NOCPL3","CLNOCC132324000000059",23000.000000,17.250000,15,677.960000,122.040000,22200.000000,11815.000000,21.71,15.750000,"24-05-2023","07-07-2024",,,,400.000000,400.000000,0.000000,0.000000,0.000000,"23-04-2023","Active"
1,"NOCPL","Katherine EQ HV","NOCPL4","CLNOCC132324000000060",24000.000000,17.750000,16,847.460000,152.540000,23000.000000,23765.000000,22.42,15.750000,"11-11-2023","12-02-2025",,,,500.000000,500.000000,0.000000,0.000000,0.000000,"11-10-2023","Active"
1,"NOCPL","Jessica EQ HV","NOCPL5","CLNOCC132324000000061",25000.000000,18.250000,17,1016.940000,183.060000,23800.000000,16994.000000,23.17,15.750000,"02-07-2023","13-11-2024",,,,600.000000,600.000000,0.000000,0.000000,0.000000,"01-06-2023","Active"
1,"NOCPL","Heather EQ HV","NOCPL6","CLNOCC132324000000062",26000.000000,18.750000,18,1186.440000,213.560000,24600.000000,21185.000000,24.39,15.750000,"14-08-2023","02-01-2025",,,,700.000000,700.000000,0.000000,0.000000,0.000000,"14-07-2023","Active"
1,"NOCPL","Jennifer EQ HV","NOCPL7","CLNOCC132324000000063",27000.000000,19.250000,19,1355.940000,244.060000,25400.000000,20013.000000,24.95,15.750000,"11-07-2023","14-01-2025",,,,800.000000,800.000000,0.000000,0.000000,0.000000,"10-06-2023","Active"
1,"NOCPL","Nancy EQ HV","NOCPL8","CLNOCC132324000000064",28000.000000,19.750000,20,1525.420000,274.580000,26200.000000,26476.000000,25.78,15.750000,"13-10-2023","12-05-2025",,,,900.000000,900.000000,0.000000,0.000000,0.000000,"12-09-2023","Active"
1,"NOCPL","Angela EQ HV","NOCPL9","CLNOCC132223000000065",29000.000000,20.250000,21,1694.920000,305.080000,27000.000000,15127.000000,26.35,15.750000,"03-02-2023","16-10-2024",,,,1000.000000,1000.000000,0.000000,0.000000,0.000000,"03-01-2023","Active"
1,"NOCPL","Connie EQ HV","NOCPL10","CLNOCC132324000000066",30000.000000,20.750000,22,1864.400000,335.600000,27800.000000,23249.000000,27.17,15.750000,"03-05-2023","07-02-2025",,,,1100.000000,1100.000000,0.000000,0.000000,0.000000,"02-04-2023","Active"
1,"NOCPL","Barbara EQ HV","NOCPL11","CLNOCC132324000000067",31000.000000,21.250000,23,2033.900000,366.100000,28600.000000,0.000000,28.27,15.750000,"27-06-2023","07-04-2025",,,,1200.000000,1200.000000,0.000000,0.000000,0.000000,"27-05-2023","Foreclosed"
1,"NOCPL","Alan EQ HV","NOCPL12","CLNOCC132223000000068",32000.000000,21.750000,24,2203.380000,396.620000,29400.000000,24877.000000,28.63,15.750000,"17-04-2023","17-03-2025",,,,1300.000000,1300.000000,0.000000,0.000000,0.000000,"17-03-2023","Active"
1,"NOCPL","Elizabeth EQ HV","NOCPL13","CLNOCC132324000000069",33000.000000,22.250000,12,2372.880000,427.120000,30200.000000,0.000000,33.27,15.750000,"09-11-2023","18-10-2024",,,,1400.000000,1400.000000,0.000000,0.000000,0.000000,"09-10-2023","Foreclosed"
1,"NOCPL","Dana EQ HV","NOCPL14","CLNOCC132223000000070",34000.000000,22.750000,13,2542.380000,457.620000,31000.000000,10309.000000,33.43,15.750000,"04-03-2023","19-03-2024",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"01-02-2023","Active"
1,"NOCPL","Robert EQ HV","NOCPL15","CLNOCC132324000000071",35000.000000,23.250000,14,2711.860000,488.140000,31800.000000,0.000000,34.00,15.750000,"08-06-2023","20-07-2024",,,,1600.000000,1600.000000,0.000000,0.000000,0.000000,"08-05-2023","Foreclosed"
1,"NOCPL","Sara EQ HV","NOCPL16","CLNOCC132223000000072",36000.000000,23.750000,15,2881.360000,518.640000,32600.000000,0.000000,34.45,15.750000,"15-02-2023","30-04-2024",,,,1700.000000,1700.000000,0.000000,0.000000,0.000000,"15-01-2023","Foreclosed"
1,"NOCPL","Courtney EQ HV","NOCPL17","CLNOCC132324000000073",37000.000000,24.250000,16,3050.840000,549.160000,33400.000000,29329.000000,36.46,15.750000,"28-09-2023","02-12-2024",,,,1800.000000,1800.000000,0.000000,0.000000,0.000000,"28-08-2023","Active"
1,"NOCPL","Amanda EQ HV","NOCPL18","CLNOCC132324000000074",38000.000000,24.750000,17,3220.340000,579.660000,34200.000000,36877.000000,35.89,15.750000,"13-10-2023","10-02-2025",,,,1900.000000,1900.000000,0.000000,0.000000,0.000000,"12-09-2023","Active"
1,"NOCPL","Michelle EQ HV","NOCPL19","CLNOCC132324000000075",39000.000000,25.250000,18,3389.840000,610.160000,35000.000000,32064.000000,36.63,15.750000,"23-08-2023","13-01-2025",,,,2000.000000,2000.000000,0.000000,0.000000,0.000000,"23-07-2023","Active"
1,"NOCPL","Melissa EQ HV","NOCPL20","CLNOCC132324000000076",10000.000000,25.750000,19,3559.320000,640.680000,5800.000000,9510.000000,71.36,15.750000,"24-10-2023","03-04-2025",,,,2100.000000,2100.000000,0.000000,0.000000,0.000000,"23-09-2023","Active"
1,"NOCPL","Melissa EQ HV","FORESHT02","CLNOCC132223000000077",20000.000000,15.750000,18,2542.380000,457.620000,17000.000000,0.000000,27.99,15.750000,"22-06-2022","22-11-2023",,,,1500.000000,1500.000000,0.000000,0.000000,0.000000,"30-05-2022","Foreclosed"
1,"NOCPL","Connie EQ HV","cl1","CLNOCC132223000000078",20000.000000,15.750000,12,1101.690000,198.310000,18700.000000,64.000000,27.70,15.750000,"10-11-2022","12-10-2023",,,,1100.000000,200.000000,0.000000,0.000000,0.000000,"05-10-2022","Active"
1,"NOCPL","Connie EQ HV","cl2","CLNOCC132223000000079",10000.000000,15.750000,18,1271.190000,228.810000,8500.000000,9439.000000,17.06,15.750000,"05-01-2023","05-06-2024",,,,0.000000,1500.000000,0.000000,0.000000,0.000000,"01-12-2022","Active"
1,"NOCPL","Connie EQ HV","cl3","CLNOCC132223000000080",20000.000000,15.750000,12,1271.190000,228.810000,18500.000000,18262.000000,31.44,15.750000,"10-01-2023","21-12-2023",,,,1500.000000,0.000000,0.000000,0.000000,0.000000,"06-12-2022","Active"
1,"NOCPL","DPD01 s01 FG01","CFL001","CLNOCC132223000000081",18000.000000,28.430000,12,2542.370000,457.630000,15000.000000,20883.000000,57.72,15.750000,"01-02-2023","01-01-2024",,,,1800.000000,1200.000000,0.000000,0.000000,0.000000,"01-01-2023","Active"
1,"NOCPL","DPD02 s02 FG02","CFL002","CLNOCC132223000000082",20000.000000,24.540000,15,2118.640000,381.360000,17500.000000,23419.000000,39.60,15.750000,"02-02-2023","02-04-2024",,,,1300.000000,1200.000000,0.000000,0.000000,0.000000,"02-01-2023","Active"
1,"NOCPL","DPD03 s03 FG03","CFL003","CLNOCC132223000000083",22000.000000,23.540000,17,2279.660000,410.340000,19310.000000,26078.000000,35.88,15.750000,"03-02-2023","03-06-2024",,,,1300.000000,1390.000000,0.000000,0.000000,0.000000,"03-01-2023","Active"
1,"NOCPL","DPD04 s04 FG04","CFL004","CLNOCC132223000000084",24000.000000,25.650000,18,2237.290000,402.710000,21360.000000,29153.000000,38.13,15.750000,"04-02-2023","04-07-2024",,,,1400.000000,1240.000000,0.000000,0.000000,0.000000,"04-01-2023","Active"
1,"NOCPL","DPD05 s05 FG05","CFL005","CLNOCC132223000000085",35000.000000,24.650000,20,2495.760000,449.240000,32055.000000,43020.000000,34.03,15.750000,"05-02-2023","05-09-2024",,,,1600.000000,1345.000000,0.000000,0.000000,0.000000,"05-01-2023","Active"
1,"NOCPL","DPD06 s06 FG06","CFL006","CLNOCC132223000000086",39000.000000,26.330000,22,2101.700000,378.300000,36520.000000,49568.000000,33.72,15.750000,"06-02-2023","06-11-2024",,,,1200.000000,1280.000000,0.000000,0.000000,0.000000,"06-01-2023","Active"
1,"NOCPL","DPD07 s07 FG07","CFL007","CLNOCC132223000000087",24500.000000,26.340000,24,1987.290000,357.710000,22155.000000,31767.000000,34.70,15.750000,"07-02-2023","07-01-2025",,,,1000.000000,1345.000000,0.000000,0.000000,0.000000,"07-01-2023","Active"
1,"NOCPL","DPD08 s08 FG08","CFL008","CLNOCC132223000000088",24600.000000,28.330000,22,2415.250000,434.750000,21750.000000,31810.000000,39.43,15.750000,"08-02-2023","08-11-2024",,,,1290.000000,1560.000000,0.000000,0.000000,0.000000,"08-01-2023","Active"
1,"NOCPL","DPD09 s09 FG09","CFL009","CLNOCC132223000000089",18950.000000,29.540000,24,2872.890000,517.110000,15560.000000,25312.000000,48.19,15.750000,"09-02-2023","09-01-2025",,,,2000.000000,1390.000000,0.000000,0.000000,0.000000,"09-01-2023","Active"
1,"NOCPL","DPD10 s10 FG10","CFL010","CLNOCC132223000000090",32450.000000,30.320000,18,2313.560000,416.440000,29720.000000,40768.000000,41.38,15.750000,"10-02-2023","10-07-2024",,,,1280.000000,1450.000000,0.000000,0.000000,0.000000,"10-01-2023","Active"
1,"NOCPL","DPD11 s11 FG11","CFL011","CLNOCC132223000000091",18000.000000,28.430000,12,2542.370000,457.630000,15000.000000,20883.000000,57.72,15.750000,"11-02-2023","11-01-2024",,,,1800.000000,1200.000000,0.000000,0.000000,0.000000,"11-01-2023","Active"
1,"NOCPL","DPD12 s12 FG12","CFL012","CLNOCC132223000000092",20000.000000,24.540000,15,2118.640000,381.360000,17500.000000,23419.000000,39.60,15.750000,"12-02-2023","12-04-2024",,,,1300.000000,1200.000000,0.000000,0.000000,0.000000,"12-01-2023","Active"
1,"NOCPL","DPD13 s13 FG13","CFL013","CLNOCC132223000000093",22000.000000,23.540000,17,2279.660000,410.340000,19310.000000,26078.000000,35.88,15.750000,"13-02-2023","13-06-2024",,,,1300.000000,1390.000000,0.000000,0.000000,0.000000,"13-01-2023","Active"
1,"NOCPL","DPD14 s14 FG14","CFL014","CLNOCC132223000000094",24000.000000,25.650000,18,2237.290000,402.710000,21360.000000,29153.000000,38.13,15.750000,"14-02-2023","14-07-2024",,,,1400.000000,1240.000000,0.000000,0.000000,0.000000,"14-01-2023","Active"
1,"NOCPL","DPD15 s15 FG15","CFL015","CLNOCC132223000000095",35000.000000,24.650000,20,2495.760000,449.240000,32055.000000,43020.000000,34.03,15.750000,"15-02-2023","15-09-2024",,,,1600.000000,1345.000000,0.000000,0.000000,0.000000,"15-01-2023","Active"
1,"NOCPL","DPD16 s16 FG16","CFL016","CLNOCC132223000000096",39000.000000,26.330000,22,2101.700000,378.300000,36520.000000,49568.000000,33.72,15.750000,"16-02-2023","16-11-2024",,,,1200.000000,1280.000000,0.000000,0.000000,0.000000,"16-01-2023","Active"
